ModelID,PatientID,CellLineName,StrippedCellLineName,DepmapModelType,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,OncotreeCode
ACH-001358,PT-iJJxvM,MDA-MB-330,MDAMB330,ILC,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-001359,PT-Ag8pMW,ME-180,ME180,CESC,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001360,PT-wH5ORo,MS751,MS751,CESC,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001362,PT-lWWpjR,NCI-H1770,NCIH1770,NSCLC,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-001363,PT-CEEaIh,NCI-H2135,NCIH2135,NSCLC,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,NSCLC
ACH-001364,PT-hcoylX,NCI-H345,NCIH345,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001365,PT-mKeYkk,NCI-H847,NCIH847,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001366,PT-jZHQTi,NGP,NGP,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001367,PT-7QJIsM,NMB,NMB,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001368,PT-1Sm4U9,OAC-M5.1,OACM51,ESCA,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-001369,PT-0GisSs,OCI-C5x,OCIC5X,CCOV,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,CCOV
ACH-001370,PT-rC8bwa,OCI-P5x,OCIP5X,SOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001373,PT-ND5kWh,OV17R,OV17R,SOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001374,PT-EoMkUH,PA-1 [PA1],PA1,OMGCT,Ovary/Fallopian Tube,Ovarian Germ Cell Tumor,Mixed Germ Cell Tumor,OMGCT
ACH-001375,PT-F5I5LU,PACADD-119,PACADD119,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001376,PT-4cABry,PACADD-135,PACADD135,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001377,PT-gL0WpK,PACADD-137,PACADD137,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001378,PT-oPsAd9,PACADD-159,PACADD159,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001379,PT-wftWQy,PACADD-161,PACADD161,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001380,PT-8QBQO2,PACADD-165,PACADD165,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001382,PT-eGohb8,PACADD-188,PACADD188,PAAD,Pancreas,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,PAAD
ACH-001383,PT-w5hVvu,PWR-1E,PWR1E,ZIMMPRO,Prostate,Non-Cancerous,Immortalized Prostate Cells,
ACH-001384,PT-F6euB4,RO82-W-1,RO82W1,THFO,Thyroid,Well-Differentiated Thyroid Cancer,Follicular Thyroid Cancer,THFO
ACH-001385,PT-a3pn8l,RPMI 2650,RPMI2650,HNSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,HNSC
ACH-001386,PT-hfsFIb,SCLC-22H,SCLC22H,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001388,PT-UklPiT,SUM-102PT,SUM102PT,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-001389,PT-huyXeM,SUM-1315MO2,SUM1315MO2,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-001390,PT-SMhk4C,SUM-149PT,SUM149PT,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-001391,PT-OlQpj4,SUM-159PT,SUM159PT,BRCA,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-001392,PT-i9dYpA,SUM-185PE,SUM185PE,BRCA,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-001393,PT-Zd61pI,SUM-190PT,SUM190PT,BRCA,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-001394,PT-jgjbSo,SUM-229PE,SUM229PE,BRCA,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-001395,PT-VCE3zi,SUM-44PE,SUM44PE,ILC,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,ILC
ACH-001396,PT-sYFvXw,SUM-52PE,SUM52PE,BRCA,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BRCA
ACH-001397,PT-Zep3T4,SUM225CWN,SUM225CWN,BRCANOS,Breast,Invasive Breast Carcinoma,"Breast Invasive Cancer, NOS",BRCANOS
ACH-001398,PT-Xr379n,SW 156,SW156,RCC,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,RCC
ACH-001399,PT-V8yAFO,SW 626,SW626,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001400,PT-2KkY6l,SW 954,SW954,VSC,Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,Squamous Cell Carcinoma of the Vulva/Vagina,VSC
ACH-001401,PT-7a0mgm,SW-13,SW13,ACC,Adrenal Gland,Adrenocortical Carcinoma,Adrenocortical Carcinoma,ACC
ACH-001402,PT-zjOA3C,SW756,SW756,CESC,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001403,PT-tuE0iI,TO14,TO14,SOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001407,PT-SuuJak,UM-UC-13,UMUC13,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001408,PT-uUFQYJ,UM-UC-14,UMUC14,UCU,Bladder/Urinary Tract,Urethral Cancer,Urethral Urothelial Carcinoma,UCU
ACH-001409,PT-8JQP9N,UM-UC-16,UMUC16,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001410,PT-xsmap4,UM-UC-4,UMUC4,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001411,PT-gYhX0x,UM-UC-5,UMUC5,BLSC,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma,Bladder Squamous Cell Carcinoma,BLSC
ACH-001412,PT-IRdqMO,UM-UC-10,UMUC10,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001413,PT-Yc254j,UM-UC-11,UMUC11,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001414,PT-8XYADU,UM-UC-6,UMUC6,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001415,PT-gUUbZP,UM-UC7,UMUC7,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001416,PT-pf2odi,UM-UC9,UMUC9,BLCA,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,BLCA
ACH-001417,PT-MWTVtt,UMC-11,UMC11,LUCA,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,LUCA
ACH-001418,PT-JGzDYG,UWB1.289,UWB1289,SOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001419,PT-vA9Pcv,VP229,VP229,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-001421,PT-WBS2Hf,WERI-Rb-1,WERIRB1,RBL,Eye,Retinoblastoma,Retinoblastoma,RBL
ACH-001422,PT-EhPRzn,WPE1-NA22,WPE1NA22,PRAD,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD
ACH-001430,PT-uuajSv,TC-138,TC138,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001431,PT-VGGhv1,TC-205,TC205,ES,Bone,Ewing Sarcoma,Ewing Sarcoma,ES
ACH-001433,PT-rJIZ1y,CCLF_PEDS_0008_T,CCLFPEDS0008T,EPIS,Soft Tissue,Epithelioid Sarcoma,Epithelioid Sarcoma,EPIS
ACH-001437,PT-i2GM12,1618-K,1618K,EMBCA,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA
ACH-001438,PT-Li0oi0,1777N Rpmet,1777NRPMET,EMBCA,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA
ACH-001441,PT-jIJ6sz,92-1,921,UM,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-001442,PT-QwG6Ej,A388,A388,CSCC,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,CSCC
ACH-001443,PT-xji0Xg,ASH-3,ASH3,THAP,Thyroid,Anaplastic Thyroid Cancer,Anaplastic Thyroid Cancer,THAP
ACH-001450,PT-wk0KRr,BLUE-1,BLUE1,BL,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-001451,PT-gPKmS2,BOKU,BOKU,CESC,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001452,PT-FQ3AFJ,BONNA-12,BONNA12,HCL,Lymphoid,Mature B-Cell Neoplasms,Hairy Cell Leukemia,HCL
ACH-001453,PT-pIyNqk,BPH-1,BPH1,ZHYPP,Prostate,Non-Cancerous,"Hyperplasia, Prostate",
ACH-001454,PT-LAy4cf,C10,C10,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001456,PT-pBU2pM,C125PM,C125PM,COADREAD,Bowel,Colorectal Adenocarcinoma,Colorectal Adenocarcinoma,COADREAD
ACH-001458,PT-gDrzwl,C75,C75,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001459,PT-4HbM7P,C80,C80,READ,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ
ACH-001460,PT-7da898,C84,C84,COAD,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,COAD
ACH-001461,PT-3wMRZS,C99,C99,READ,Bowel,Colorectal Adenocarcinoma,Rectal Adenocarcinoma,READ
ACH-001481,PT-GWiky5,CHLA-90,CHLA90,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001484,PT-zwxgMM,CI,CI,BLL,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-001485,PT-zwxgMM,CII,CII,BLL,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-001489,PT-JQqnTw,COR-L32,CORL32,LUSC,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,LUSC
ACH-001490,PT-gDQhpO,COR-L321,CORL321,LUAD,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,LUAD
ACH-001494,PT-KZb32w,EGI-1,EGI1,EHCH,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,EHCH
ACH-001495,PT-bHINin,EMTOKA,EMTOKA,UCS,Uterus,Endometrial Carcinoma,Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor,UCS
ACH-001496,PT-YHsN9r,ESO26,ESO26,GEJ,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Adenocarcinoma of the Gastroesophageal Junction,GEJ
ACH-001497,PT-CNzzSN,ESO51,ESO51,ESCA,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-001498,PT-5d2l7D,Farage,FARAGE,GCB,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,GCB
ACH-001500,PT-JtOhdx,FLO-1,FLO1,ESCA,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-001502,PT-xmuA7w,GCT-27,GCT27,TT,Testis,Non-Seminomatous Germ Cell Tumor,Teratoma,TT
ACH-001508,PT-SHOmTE,H314,H314,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001509,PT-jrbPZG,H357,H357,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001510,PT-8wgZXD,H376,H376,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001511,PT-L1Obji,H413,H413,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001513,PT-KwMOW6,HCA-1,HCA1,ECAD,Cervix,Cervical Adenocarcinoma,Endocervical Adenocarcinoma,ECAD
ACH-001514,PT-RaBya0,HCC1008,HCC1008,IDC,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,IDC
ACH-001515,PT-4kA9Xl,HCS-2,HCS2,CESC,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001516,PT-q7epG7,HCSC-1,HCSC1,ECAD,Cervix,Cervical Adenocarcinoma,Endocervical Adenocarcinoma,ECAD
ACH-001517,PT-YZF57N,HEC-1,HEC1,UCEC,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-001518,PT-emUGGo,HEC-116,HEC116,UCEC,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,UCEC
ACH-001519,PT-Ra8US3,H-EMC-SS,HEMCSS,EMCHS,Bone,Chondrosarcoma,Extraskeletal Myxoid Chondrosarcoma,EMCHS
ACH-001520,PT-vloZI6,HG-3,HG3,BLL,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,BLL
ACH-001521,PT-thO68X,HKA-1,HKA1,CSCC,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,CSCC
ACH-001522,PT-wEoiUI,HMY-1,HMY1,MEL,Skin,Melanoma,Melanoma,MEL
ACH-001523,PT-ae7zps,HSC-1,HSC1,CSCC,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,CSCC
ACH-001524,PT-hQHCaO,HSC-5,HSC5,CSCC,Skin,Cutaneous Squamous Cell Carcinoma,Cutaneous Squamous Cell Carcinoma,CSCC
ACH-001525,PT-GR4jOd,HT-3,HT3,CEAD,Cervix,Cervical Adenocarcinoma,Cervical Adenocarcinoma,CEAD
ACH-001526,PT-JCLa8x,HuO9,HUO9,OS,Bone,Osteosarcoma,Osteosarcoma,OS
ACH-001528,PT-1Qm9m0,IHH-4,IHH4,THPA,Thyroid,Well-Differentiated Thyroid Cancer,Papillary Thyroid Cancer,THPA
ACH-001529,PT-RI1Xeu,JAR,JAR,UCCA,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,UCCA
ACH-001530,PT-hB4ARO,JEG-3,JEG3,UCCA,Uterus,Gestational Trophoblastic Disease,Choriocarcinoma,UCCA
ACH-001532,PT-IYnIVo,JMU-RTK-2,JMURTK2,MRT,Kidney,Rhabdoid Cancer,Rhabdoid Cancer,MRT
ACH-001533,PT-04HLfu,KARPAS 1718,KARPAS1718,SMZL,Lymphoid,Mature B-Cell Neoplasms,Splenic Marginal Zone Lymphoma,SMZL
ACH-001536,PT-BemhJ7,KKU-100,KKU100,EHCH,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Extrahepatic Cholangiocarcinoma,EHCH
ACH-001537,PT-xygDvt,KKU-055,KKU055,IHCH,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001538,PT-LDOCPR,KKU-213,KKU213,IHCH,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,IHCH
ACH-001539,PT-FzFmMI,KML-1,KML1,GCB,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,GCB
ACH-001540,PT-B1XqB8,KMLS-1,KMLS1,LIPO,Soft Tissue,Liposarcoma,Liposarcoma,LIPO
ACH-001541,PT-01q6LP,KMS-28PE,KMS28PE,PCM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,PCM
ACH-001542,PT-wu5c1x,KON,KON,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001543,PT-1EAB3W,KOSC-2,KOSC2,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001544,PT-VFQOly,KYAE-1,KYAE1,ESCA,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-001547,PT-xjKkQm,LO68,LO68,PLEMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-001548,PT-TA4RrC,LS,LS,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001549,PT-QtHHhA,Lu-135,LU135,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001550,PT-UFhSa8,MCC13,MCC13,MCC,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,MCC
ACH-001551,PT-kTtYJG,MCC14/2,MCC142,MCC,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,MCC
ACH-001552,PT-FEgBWK,MCC26,MCC26,MCC,Skin,Merkel Cell Carcinoma,Merkel Cell Carcinoma,MCC
ACH-001554,PT-2AwIuw,mel-202,MEL202,UM,Eye,Ocular Melanoma,Uveal Melanoma,UM
ACH-001555,PT-1Sf7Sz,Mero-14,MERO14,PLEMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-001556,PT-go6neE,Mero-25,MERO25,PLBMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",PLBMESO
ACH-001557,PT-LIQ4kC,Mero-41,MERO41,PLEMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-001558,PT-WxXGiC,Mero-48a,MERO48A,PLBMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",PLBMESO
ACH-001559,PT-KmK0MJ,Mero-82,MERO82,PLEMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-001560,PT-B0HUMd,Mero-83,MERO83,PLBMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",PLBMESO
ACH-001561,PT-Nc2afW,Mero-84,MERO84,PLBMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Biphasic Type",PLBMESO
ACH-001562,PT-9C9m7Z,Mero-95,MERO95,PLEMESO,Pleura,Pleural Mesothelioma,"Pleural Mesothelioma, Epithelioid Type",PLEMESO
ACH-001563,PT-uwdvUG,MM127,MM127,MEL,Skin,Melanoma,Melanoma,MEL
ACH-001566,PT-4UAKiS,MM370,MM370,MEL,Skin,Melanoma,Melanoma,MEL
ACH-001567,PT-fN0pV5,MM383,MM383,MEL,Skin,Melanoma,Melanoma,MEL
ACH-001568,PT-QuhZbF,MM386,MM386,MEL,Skin,Melanoma,Melanoma,MEL
ACH-001569,PT-XeUtGz,MM415,MM415,MEL,Skin,Melanoma,Melanoma,MEL
ACH-001570,PT-bKFeuG,MM426,MM426,MEL,Skin,Melanoma,Melanoma,MEL
ACH-001573,PT-AntDeX,MOLM-1,MOLM1,CMLBCRABL1,Myeloid,Myeloproliferative Neoplasms,"Chronic Myeloid Leukemia, BCR-ABL1+",CMLBCRABL1
ACH-001574,PT-H3wdRq,MOLM-14,MOLM14,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-001577,PT-wizE6v,MUTZ-8,MUTZ8,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-001578,PT-OqrZ3f,NCCIT,NCCIT,EMBCA,Testis,Non-Seminomatous Germ Cell Tumor,Embryonal Carcinoma,EMBCA
ACH-001591,PT-5DnFBw,NCI-H1417,NCIH1417,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001598,PT-7zJZ9B,NCI-H295R,NCIH295R,ACC,Adrenal Gland,Adrenocortical Carcinoma,Adrenocortical Carcinoma,ACC
ACH-001599,PT-H6p5eD,NCI-H64,NCIH64,SCLC,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,SCLC
ACH-001603,PT-HjdUWT,NH-12,NH12,NBL,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,NBL
ACH-001605,PT-5s2EZm,no.10,NO10,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001606,PT-jZhsXq,no.11,NO11,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001607,PT-yeY4QM,NOZ,NOZ,GBAD,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",GBAD
ACH-001608,PT-NaLtZ9,NP 2,NP2,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001609,PT-OT2kJe,NP 3,NP3,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001610,PT-WoVaBP,NP 5,NP5,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001611,PT-62G0ep,NP 8,NP8,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001613,PT-VzJIqw,OCI-AML4,OCIAML4,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-001616,PT-oQqqCS,OCI-LY18,OCILY18,DLBCLNOS,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-001617,PT-X6RNMT,OCI-LY7,OCILY7,DLBCLNOS,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-001618,PT-Oev2PO,OCI-M2,OCIM2,AML,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,AML
ACH-001619,PT-xi87qq,OCUG-1,OCUG1,GBAD,Biliary Tract,Intracholecystic Papillary Neoplasm,"Gallbladder Adenocarcinoma, NOS",GBAD
ACH-001622,PT-D5Ft7E,Onda 7,ONDA7,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001623,PT-QBDrgb,Onda 8,ONDA8,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001624,PT-dDtvIC,Onda 9,ONDA9,GB,CNS/Brain,Diffuse Glioma,Glioblastoma,GB
ACH-001625,PT-FeUEcM,OSC-19,OSC19,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001626,PT-CVPxmk,OSC-20,OSC20,OCSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,OCSC
ACH-001627,PT-a2ltr5,P4E6,P4E6,PRAD,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD
ACH-001628,PT-i3tIXN,PEA1,PEA1,HGSOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,High-Grade Serous Ovarian Cancer,HGSOC
ACH-001630,PT-FMp5RI,PEO1,PEO1,SOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001632,PT-FMp5RI,PEO4,PEO4,SOC,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,SOC
ACH-001634,PT-cBta1E,PGA-1,PGA1,CLLSLL,Lymphoid,Mature B-Cell Neoplasms,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,CLLSLL
ACH-001636,PT-k9PrKk,Ramos,RAMOS,BL,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,BL
ACH-001638,PT-l9J76R,RC-K8,RCK8,GCB,Lymphoid,Mature B-Cell Neoplasms,Germinal Center B-Cell Type,GCB
ACH-001639,PT-dlYxf2,ROS-50,ROS50,DLBCLNOS,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",DLBCLNOS
ACH-001641,PT-4X1Phg,SAT,SAT,HNSC,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,HNSC
ACH-001642,PT-HcsCe7,SCC-3,SCC3,MBN,Lymphoid,Non-Hodgkin Lymphoma,Mature B-Cell Neoplasms,MBN
ACH-001645,PT-pmeBkH,SEKI,SEKI,MEL,Skin,Melanoma,Melanoma,MEL
ACH-001647,PT-8Jr4Fd,SHI-1,SHI1,AMOL,Myeloid,Acute Myeloid Leukemia,Acute Monoblastic/Monocytic Leukemia,AMOL
ACH-001648,PT-F8MgcH,Shmac 4,SHMAC4,PRAD,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD
ACH-001649,PT-iy858F,Shmac 5,SHMAC5,PRAD,Prostate,Prostate Adenocarcinoma,Prostate Adenocarcinoma,PRAD
ACH-001650,PT-97kTPc,SISO,SISO,CEAD,Cervix,Cervical Adenocarcinoma,Cervical Adenocarcinoma,CEAD
ACH-001651,PT-aKpEm3,SKG-I,SKGI,CESC,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001652,PT-IwYShD,SKG-II,SKGII,CESC,Cervix,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,CESC
ACH-001653,PT-ZJjbcp,SK-GT-2,SKGT2,STAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
ACH-001654,PT-2qao55,SK-GT-4,SKGT4,ESCA,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Esophageal Adenocarcinoma,ESCA
ACH-001655,PT-yc0xLp,SKN,SKN,ULMS,Uterus,Uterine Sarcoma/Mesenchymal,Uterine Leiomyosarcoma,ULMS
ACH-001656,PT-YKJPHt,SKNO-1,SKNO1,AM,Myeloid,Acute Myeloid Leukemia,AML with Maturation,AM
ACH-001662,PT-v3hnay,SNU-2372,SNU2372,BRCANOS,Breast,Invasive Breast Carcinoma,"Breast Invasive Cancer, NOS",BRCANOS
ACH-001664,PT-k5HJNy,SNU-638,SNU638,STAD,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,STAD
